Numarul Circumscriptiei,Numarul total de alegatori,Raionul RO,Raionul RU,Localitatea/Adresa RO,Localitatea/Adresa RU,Numarul sectiei de vot,Adresa sectiei de vot
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 90,str. Drumul Crucii 90,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 91,str. Drumul Crucii 91,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 92,str. Drumul Crucii 92,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 93,str. Drumul Crucii 93,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 94,str. Drumul Crucii 94,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 95,str. Drumul Crucii 95,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 95/2,str. Drumul Crucii 95/2,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 96,str. Drumul Crucii 96,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 97/1,str. Drumul Crucii 97/1,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 97/2,str. Drumul Crucii 97/2,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 98,str. Drumul Crucii 98,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 99,str. Drumul Crucii 99,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 100,str. Drumul Crucii 100,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 101,str. Drumul Crucii 101,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 102,str. Drumul Crucii 102,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 104,str. Drumul Crucii 104,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 106,str. Drumul Crucii 106,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 108,str. Drumul Crucii 108,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 110,str. Drumul Crucii 110,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 112,str. Drumul Crucii 112,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 114,str. Drumul Crucii 114,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 44,str. Țarinei 44,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 46,str. Țarinei 46,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 48,str. Țarinei 48,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 50,str. Țarinei 50,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 51,str. Țarinei 51,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 52,str. Țarinei 52,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 53/1,str. Țarinei 53/1,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 53/2,str. Țarinei 53/2,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 53/3,str. Țarinei 53/3,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 54,str. Țarinei 54,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 55,str. Țarinei 55,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 56,str. Țarinei 56,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 57,str. Țarinei 57,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 58,str. Țarinei 58,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 59,str. Țarinei 59,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 59A,str. Țarinei 59A,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 60,str. Țarinei 60,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 61,str. Țarinei 61,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 62,str. Țarinei 62,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 63,str. Țarinei 63,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 64,str. Țarinei 64,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 65,str. Țarinei 65,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 66,str. Țarinei 66,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 67,str. Țarinei 67,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 68,str. Țarinei 68,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 69,str. Țarinei 69,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 69a,str. Țarinei 69a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 69b,str. Țarinei 69b,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 70,str. Țarinei 70,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 71,str. Țarinei 71,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 72,str. Țarinei 72,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 72/1,str. Țarinei 72/1,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 73a,str. Țarinei 73a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 74,str. Țarinei 74,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 75,str. Țarinei 75,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 76,str. Țarinei 76,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 77,str. Țarinei 77,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 78,str. Țarinei 78,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 79,str. Țarinei 79,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 80,str. Țarinei 80,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 82,str. Țarinei 82,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 84,str. Țarinei 84,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 86,str. Țarinei 86,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 88,str. Țarinei 88,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Țarinei 90,str. Țarinei 90,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,"str. Calea Ieșilor 16 (bl. 1,2,3)","str. Calea Ieșilor 16 (bl. 1,2,3)",77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 41,str. Calea Ieșilor 41,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 41a,str. Calea Ieșilor 41a,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 41b,str. Calea Ieșilor 41b,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 41/1,str. Calea Ieșilor 41/1,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 43/1,str. Calea Ieșilor 43/1,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 43/2,str. Calea Ieșilor 43/2,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 43/3,str. Calea Ieșilor 43/3,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 45,str. Calea Ieșilor 45,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 47,str. Calea Ieșilor 47,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 47/2,str. Calea Ieșilor 47/2,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 47/3,str. Calea Ieșilor 47/3,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 47/4,str. Calea Ieșilor 47/4,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Mesager,str. Mesager,77,"Şcoala de muzică pentru copii nr.3, (tel. 022 744464)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 49,str. Calea Ieșilor 49,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 49b,str. Calea Ieșilor 49b,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 49v,str. Calea Ieșilor 49v,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 49g,str. Calea Ieșilor 49g,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 49/1,str. Calea Ieșilor 49/1,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 49/2,str. Calea Ieșilor 49/2,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 51,str. Calea Ieșilor 51,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 51/1,str. Calea Ieșilor 51/1,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 51/2,str. Calea Ieșilor 51/2,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 51/3,str. Calea Ieșilor 51/3,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 51/4,str. Calea Ieșilor 51/4,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor 51/5,str. Calea Ieșilor 51/5,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Calea Ieșilor  53,str. Calea Ieșilor  53,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 1/1,str. Pruncul 1/1,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 1/3,str. Pruncul 1/3,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 1/7,str. Pruncul 1/7,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 2/1,str. Pruncul 2/1,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 2/2,str. Pruncul 2/2,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 2/5,str. Pruncul 2/5,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 2/10,str. Pruncul 2/10,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Pruncul 2/16,str. Pruncul 2/16,78,"Instituția preșcolară nr.52, Drumul Crucii , 99/1, (tel. 022 582867)"
